Nr.   Classes Functions      NCSS  Javadocs Package
 255    1   1    1 com.becker.game.common.ui.GamePanel.createBoardViewer()
 256    1   1    1 com.becker.game.common.ui.GamePanel.createNewGameDialog(JFrame,GameBoardViewer)
 257    2   1    1 com.becker.game.common.ui.GamePanel.createOptionsDialog(JFrame,GameController)
 258    1   1    1 com.becker.game.common.ui.GamePanel.createInfoPanel(GameController)
 259    1   1    1 com.becker.game.common.ui.GamePanel.showHelpDialog()
 260    5   1    1 com.becker.game.common.ui.GamePanel.showHelpDialog(String,String,String)
 261    1   1    1 com.becker.game.common.ui.GamePanel.addCustomToolBarButtons()
 262    2   1    1 com.becker.game.common.ui.GamePanel.setSize(int,int)
 263    5   3    1 com.becker.game.common.ui.GamePanel.destroy()
 264    2   1    1 com.becker.game.common.ui.GamePanel.gameChanged(GameChangedEvent)
 265   23   7    1 com.becker.game.common.ui.GamePanel.actionPerformed(ActionEvent)
 266    1   1    1 com.becker.game.common.ui.GamePieceRenderer.GamePieceRenderer()
 267    4   2    0 com.becker.game.common.ui.GamePieceRenderer.getRenderer()
 268    2   1    1 com.becker.game.common.ui.GamePieceRenderer.getPlayer1Color()
 269    2   1    1 com.becker.game.common.ui.GamePieceRenderer.getPlayer2Color()
 270   10   2    1 com.becker.game.common.ui.GamePieceRenderer.getPieceColor(GamePiece)
 271    5   2    0 com.becker.game.common.ui.GamePieceRenderer.getPieceSize(int,GamePiece)
 272    5   2    1 com.becker.game.common.ui.GamePieceRenderer.getTextColor(GamePiece)
 273    5   1    0 com.becker.game.common.ui.GamePieceRenderer.getPosition(BoardPosition,int,int)
 274   19   5    1 com.becker.game.common.ui.GamePieceRenderer.render(Graphics2D,BoardPosition,int)
 275   12   2    1 com.becker.game.common.ui.HelpDialog.HelpDialog(Frame,String,String,String)
 276   24   1    1 com.becker.game.common.ui.HelpDialog.initGUI()
 277   11   1    1 com.becker.game.common.ui.HelpDialog.createOverviewTextArea()
 278   20   1    0 com.becker.game.common.ui.HelpDialog.createSummaryPanel()
 279    4   2    0 com.becker.game.common.ui.HelpDialog.processWindowEvent(WindowEvent)
 280    2   1    0 com.becker.game.common.ui.HelpDialog.cancel()
 281    3   2    0 com.becker.game.common.ui.HelpDialog.actionPerformed(ActionEvent)
 282    6   1    0 com.becker.game.common.ui.NewGameDialog.NewGameDialog(JFrame,GameBoardViewer)
 283   22   1    0 com.becker.game.common.ui.NewGameDialog.initUI()
 284    5   2    0 com.becker.game.common.ui.NewGameDialog.buildMainOptionsPanel(JPanel)
 285    1   1    0 com.becker.game.common.ui.NewGameDialog.createPlayerPanel()
 286    7   1    0 com.becker.game.common.ui.NewGameDialog.createButtonsPanel()
 287    2   1    1 com.becker.game.common.ui.NewGameDialog.createCustomPanel()
 288    2   1    1 com.becker.game.common.ui.NewGameDialog.createCustomBoardConfigurationPanel()
 289    2   1    0 com.becker.game.common.ui.NewGameDialog.getTitle()
 290   26   2    0 com.becker.game.common.ui.NewGameDialog.createBoardParamPanel()
 291   17   1    0 com.becker.game.common.ui.NewGameDialog.createLoadFilePanel()
 292   11   2    0 com.becker.game.common.ui.NewGameDialog.ok()
 293   18   6    0 com.becker.game.common.ui.NewGameDialog.actionPerformed(ActionEvent)
 294    1   1    1 com.becker.game.common.ViewerCallbackInterface.reset()
 295    3   1    1 com.becker.game.multiplayer.galactic.GalacticController.GalacticController()
 296    3   1    1 com.becker.game.multiplayer.galactic.GalacticController.GalacticController(int,int)
 297    3   1    1 com.becker.game.multiplayer.galactic.GalacticController.reset()
 298    3   1    0 com.becker.game.multiplayer.galactic.GalacticController.initializeData()
 299   11   2    1 com.becker.game.multiplayer.galactic.GalacticController.initPlayers()
 300    2   1    1 com.becker.game.multiplayer.galactic.GalacticController.getCurrentPlayer()
 301    3   1    0 com.becker.game.multiplayer.galactic.GalacticController.computerMovesFirst()
 302    8   7    1 com.becker.game.multiplayer.galactic.GalacticController.done()
 303   13   5    1 com.becker.game.multiplayer.galactic.GalacticController.advanceToNextPlayer()
 304    3   1    1 com.becker.game.multiplayer.galactic.GalacticController.advanceToNextPlayerIndex()
 305    2   1    1 com.becker.game.multiplayer.galactic.GalacticController.getFirstPlayer()
 306    2   1    1 com.becker.game.multiplayer.galactic.GalacticController.getPlayers()
 307    2   1    1 com.becker.game.multiplayer.galactic.GalacticController.setPlayers(Player[])
 308    2   1    1 com.becker.game.multiplayer.galactic.GalacticController.getCurrentPlayerIndex()
 309    2   1    1 com.becker.game.multiplayer.galactic.GalacticController.getNumPlanets()
 310    2   1    0 com.becker.game.multiplayer.galactic.GalacticController.setNumPlanets(int)
 311    2   1    1 com.becker.game.multiplayer.galactic.GalacticController.getPlanetProductionRate()
 312    2   1    0 com.becker.game.multiplayer.galactic.GalacticController.setPlanetProductionRate(int)
 313    2   1    1 com.becker.game.multiplayer.galactic.GalacticController.getInitialFleetSize_()
 314    2   1    0 com.becker.game.multiplayer.galactic.GalacticController.setInitialFleetSize(int)
 315    2   1    1 com.becker.game.multiplayer.galactic.GalacticController.getMaxYearsToPlay()
 316    2   1    0 com.becker.game.multiplayer.galactic.GalacticController.setMaxYearsToPlay(int)
 317    2   1    1 com.becker.game.multiplayer.galactic.GalacticController.getNeutralsBuild()
 318    2   1    0 com.becker.game.multiplayer.galactic.GalacticController.setNeutralsBuild(boolean)
 319    2   1    1 com.becker.game.multiplayer.galactic.GalacticController.worth(Move,ParameterArray)
 320    3   1    0 com.becker.game.multiplayer.galactic.GalacticController.generateMoves(Move,ParameterArray,boolean)
 321    2   1    1 com.becker.game.multiplayer.galactic.GalacticController.generateUrgentMoves(Move,ParameterArray,boolean)
 322    2   1    1 com.becker.game.multiplayer.galactic.GalacticController.inJeopardy(Move,ParameterArray,boolean)
 323   11   5    0 com.becker.game.multiplayer.galactic.GalacticController.main(String[])
 324    2   1    0 com.becker.game.multiplayer.galactic.GalacticHumanPlayer.GalacticHumanPlayer(String,Planet,Color)
 325    1   1    1 com.becker.game.multiplayer.galactic.GalacticMove.GalacticMove()
 326    4   1    1 com.becker.game.multiplayer.galactic.GalacticMove.createMove(int)
 327    5   1    0 com.becker.game.multiplayer.galactic.GalacticPlayer.GalacticPlayer(String,Planet,Color,boolean)
 328    5   3    1 com.becker.game.multiplayer.galactic.GalacticPlayer.createGalacticPlayer(String,Planet,Color,boolean)
 329    4   1    1 com.becker.game.multiplayer.galactic.GalacticPlayer.getDefaultName(int)
 330    2   1    0 com.becker.game.multiplayer.galactic.GalacticPlayer.getHomePlanet()
 331    2   1    0 com.becker.game.multiplayer.galactic.GalacticPlayer.setHomePlanet(Planet)
 332    7   2    1 com.becker.game.multiplayer.galactic.GalacticPlayer.getNewPlayerColor(GalacticPlayer[])
 333   14   6    1 com.becker.game.multiplayer.galactic.GalacticPlayer.isHueUniqueEnough(float,GalacticPlayer[])
 334    6   4    1 com.becker.game.multiplayer.galactic.GalacticPlayer.setOrders(List)
 335    3   1    1 com.becker.game.multiplayer.galactic.GalacticPlayer.getOrders()
 336    5   1    0 com.becker.game.multiplayer.galactic.GalacticPlayer.toString()
 337    2   1    0 com.becker.game.multiplayer.galactic.GalacticRobotPlayer.GalacticRobotPlayer(String,Planet,Color)
 338   16   5    1 com.becker.game.multiplayer.galactic.GalacticRobotPlayer.makeOrders(Galaxy)
 339   21   4    1 com.becker.game.multiplayer.galactic.GalacticRobotPlayer.getOrders(Planet,int,int)
 340    2   1    1 com.becker.game.multiplayer.galactic.Galaxy.Galaxy(int,int)
 341    4   3    1 com.becker.game.multiplayer.galactic.Galaxy.reset()
 342   23   6    0 com.becker.game.multiplayer.galactic.Galaxy.initPlanets(GalacticPlayer[])
 343    4   1    1 com.becker.game.multiplayer.galactic.Galaxy.getPlanets()
 344    8   3    1 com.becker.game.multiplayer.galactic.Galaxy.getPlanets(GalacticPlayer)
 345    2   1    1 com.becker.game.multiplayer.galactic.Galaxy.getNumPlanets()
 346    2   1    1 com.becker.game.multiplayer.galactic.Galaxy.setNumPlanets(int)
 347    5   1    1 com.becker.game.multiplayer.galactic.Galaxy.getPlanet(char)
 348    6   1    0 com.becker.game.multiplayer.galactic.Galaxy.setSize(int,int)
 349    2   1    0 com.becker.game.multiplayer.galactic.Galaxy.getMaxNumMoves()
 350    3   1    1 com.becker.game.multiplayer.galactic.Galaxy.makeMove(Move)
 351    3   2    0 com.becker.game.multiplayer.galactic.Galaxy.build()
 352    2   1    1 com.becker.game.multiplayer.galactic.Galaxy.undoMove(Move)
 353    8   4    1 com.becker.game.multiplayer.galactic.Galaxy.allPlanetsOwnedByOnePlayer()
 354    3   1    0 com.becker.game.multiplayer.galactic.Order.Order(Planet,Planet,int,Point2D)
 355    3   1    0 com.becker.game.multiplayer.galactic.Order.Order(Planet,Planet,int)
 356    8   1    0 com.becker.game.multiplayer.galactic.Order.commonInit(Planet,Planet,int)
 357    2   1    0 com.becker.game.multiplayer.galactic.Order.getOrigin()
 358    2   1    0 com.becker.game.multiplayer.galactic.Order.setOrigin(Planet)
 359    2   1    0 com.becker.game.multiplayer.galactic.Order.getDestination()
 360    2   1    0 com.becker.game.multiplayer.galactic.Order.setDestination(Planet)
 361    2   1    0 com.becker.game.multiplayer.galactic.Order.getFleetSize()
 362    2   1    0 com.becker.game.multiplayer.galactic.Order.setFleetSize(int)
 363    3   1    1 com.becker.game.multiplayer.galactic.Order.getOwner()
 364    2   1    0 com.becker.game.multiplayer.galactic.Order.getDistanceRemaining()
 365    2   1    0 com.becker.game.multiplayer.galactic.Order.hasArrived()
 366   10   2    1 com.becker.game.multiplayer.galactic.Order.incrementYear()
 367    6   1    1 com.becker.game.multiplayer.galactic.Order.getUnitDirection()
 368    2   1    0 com.becker.game.multiplayer.galactic.Order.getCurrentLocation()
 369    7   1    0 com.becker.game.multiplayer.galactic.Order.toString()
 370    7   1    0 com.becker.game.multiplayer.galactic.Planet.Planet(char,int,int,Location)
 371    2   1    0 com.becker.game.multiplayer.galactic.Planet.getName()
 372    2   1    0 com.becker.game.multiplayer.galactic.Planet.getOwner()
 373    2   1    0 com.becker.game.multiplayer.galactic.Planet.setOwner(GalacticPlayer)
 374    2   1    0 com.becker.game.multiplayer.galactic.Planet.getNumShips()
 375    2   1    0 com.becker.game.multiplayer.galactic.Planet.setNumShips(int)
 376    2   1    0 com.becker.game.multiplayer.galactic.Planet.getProductionCapacity()
 377    2   1    0 com.becker.game.multiplayer.galactic.Planet.setProductionCapacity(int)
 378    5   3    0 com.becker.game.multiplayer.galactic.Planet.getColor()
 379    3   2    0 com.becker.game.multiplayer.galactic.Planet.incrementYear()
 380    2   1    0 com.becker.game.multiplayer.galactic.Planet.getLocation()
 381    2   1    1 com.becker.game.multiplayer.galactic.Planet.setLocation(Location)
 382    4   1    1 com.becker.game.multiplayer.galactic.Planet.getDescription()
 383    2   1    0 com.becker.game.multiplayer.galactic.Planet.getDistanceFrom(Planet)
 384    2   1    0 com.becker.game.multiplayer.galactic.Planet.getDistanceFrom(Location)
 385    2   1    0 com.becker.game.multiplayer.galactic.Planet.getDistanceFrom(Point2D)
 386   11   5    1 com.becker.game.multiplayer.galactic.Planet.compareTo(Object)
 387   11   5    1 com.becker.game.multiplayer.galactic.Planet.compare(Object,Object)
 388    2   1    0 com.becker.game.multiplayer.galactic.Planet.toString()
 389    1   1    1 com.becker.game.multiplayer.galactic.Turn.Turn()
 390    2   1    0 com.becker.game.multiplayer.galactic.Turn.toString()
 391   13   3    1 com.becker.game.multiplayer.galactic.ui.BattleDialog.BattleDialog(JFrame,GameBoardViewer)
 392   41   1    1 com.becker.game.multiplayer.galactic.ui.BattleDialog.initUI()
 393    3   2    1 com.becker.game.multiplayer.galactic.ui.BattleDialog.reset()
 394    1   1    1 com.becker.game.multiplayer.galactic.ui.BattleDialog.gameChanged(GameChangedEvent)
 395    1   1    1 com.becker.game.multiplayer.galactic.ui.BattleDialog.selectCallback(MouseEvent)
 396    1   1    1 com.becker.game.multiplayer.galactic.ui.BattleDialog.actionPerformed(ActionEvent)
 397    1   1    0 com.becker.game.multiplayer.galactic.ui.BattleDialog.mouseDragged(MouseEvent)
 398    1   1    0 com.becker.game.multiplayer.galactic.ui.BattleDialog.mouseMoved(MouseEvent)
 399    3   1    1 com.becker.game.multiplayer.galactic.ui.BattleDialog.refresh()
 400    4   2    0 com.becker.game.multiplayer.galactic.ui.BattleDialog.processWindowEvent(WindowEvent)
 401    2   1    1 com.becker.game.multiplayer.galactic.ui.BattleDialog.close()
 402    2   1    1 com.becker.game.multiplayer.galactic.ui.GalacticInfoPanel.GalacticInfoPanel(GameController)
 403    5   2    0 com.becker.game.multiplayer.galactic.ui.GalacticInfoPanel.createSubPanels()
 404   10   1    1 com.becker.game.multiplayer.galactic.ui.GalacticInfoPanel.createCustomInfoPanel()
 405    5   1    0 com.becker.game.multiplayer.galactic.ui.GalacticInfoPanel.setCommandPanelTitle()
 406    2   1    0 com.becker.game.multiplayer.galactic.ui.GalacticInfoPanel.getMoveNumLabel()
 407   15   4    1 com.becker.game.multiplayer.galactic.ui.GalacticInfoPanel.actionPerformed(ActionEvent)
 408   14   1    1 com.becker.game.multiplayer.galactic.ui.GalacticInfoPanel.createGeneralInfoPanel()
 409   13   2    1 com.becker.game.multiplayer.galactic.ui.GalacticInfoPanel.setPlayerLabel()
 410    8   4    1 com.becker.game.multiplayer.galactic.ui.GalacticInfoPanel.gameChanged(GameChangedEvent)
 411    3   1    0 com.becker.game.multiplayer.galactic.ui.GalacticNewGameDialog.GalacticNewGameDialog(JFrame,GameBoardViewer)
 412    2   1    0 com.becker.game.multiplayer.galactic.ui.GalacticNewGameDialog.getTitle()
 413    5   2    0 com.becker.game.multiplayer.galactic.ui.GalacticNewGameDialog.buildMainOptionsPanel(JPanel)
 414   27   1    1 com.becker.game.multiplayer.galactic.ui.GalacticNewGameDialog.createPlayerPanel()
 415    4   1    1 com.becker.game.multiplayer.galactic.ui.GalacticNewGameDialog.ok()
 416    8   3    0 com.becker.game.multiplayer.galactic.ui.GalacticNewGameDialog.actionPerformed(ActionEvent)
 417    2   1    1 com.becker.game.multiplayer.galactic.ui.GalacticNewGameDialog.valueChanged(ListSelectionEvent)
 418    2   1    0 com.becker.game.multiplayer.galactic.ui.GalacticOptionsDialog.GalacticOptionsDialog(JFrame,GameController)
 419   23   1    1 com.becker.game.multiplayer.galactic.ui.GalacticOptionsDialog.createControllerParamPanel()
 420   10   1    0 com.becker.game.multiplayer.galactic.ui.GalacticOptionsDialog.ok()
 421    1   1    1 com.becker.game.multiplayer.galactic.ui.GalacticPanel.GalacticPanel()
 422    2   1    0 com.becker.game.multiplayer.galactic.ui.GalacticPanel.getTitle()
 423    2   1    0 com.becker.game.multiplayer.galactic.ui.GalacticPanel.createBoardViewer()
 424    2   1    0 com.becker.game.multiplayer.galactic.ui.GalacticPanel.createNewGameDialog(JFrame,GameBoardViewer)
 425    2   1    0 com.becker.game.multiplayer.galactic.ui.GalacticPanel.createOptionsDialog(JFrame,GameController)
 426    2   1    0 com.becker.game.multiplayer.galactic.ui.GalacticPanel.createInfoPanel(GameController)
 427    5   1    0 com.becker.game.multiplayer.galactic.ui.GalacticPanel.showHelpDialog()
 428    2   1    0 com.becker.game.multiplayer.galactic.ui.GalaxyViewer.GalaxyViewer()
 429    2   1    0 com.becker.game.multiplayer.galactic.ui.GalaxyViewer.createController()
 430    2   1    0 com.becker.game.multiplayer.galactic.ui.GalaxyViewer.getDefaultCellSize()
 431    2   1    0 com.becker.game.multiplayer.galactic.ui.GalaxyViewer.getDefaultGridColor()
 432    4   2    1 com.becker.game.multiplayer.galactic.ui.GalaxyViewer.startNewGame()
 433    2   1    1 com.becker.game.multiplayer.galactic.ui.GalaxyViewer.offsetGrid()
 434    1   1    0 com.becker.game.multiplayer.galactic.ui.GalaxyViewer.drawLastMoveMarker(Graphics2D)
 435    3   1    1 com.becker.game.multiplayer.galactic.ui.GalaxyViewer.createMoveFromToken(MoveToken,int)
 436    1   1    0 com.becker.game.multiplayer.galactic.ui.GalaxyViewer.mousePressed(MouseEvent)
 437    5   2    1 com.becker.game.multiplayer.galactic.ui.GalaxyViewer.showWinnerDialog()
 438    2   1    1 com.becker.game.multiplayer.galactic.ui.GalaxyViewer.getGameOverMessage()
 439   10   1    1 com.becker.game.multiplayer.galactic.ui.GalaxyViewer.doComputerMove(Player)
 440    5   2    1 com.becker.game.multiplayer.galactic.ui.GalaxyViewer.gameChanged(GameChangedEvent)
 441   24   6    1 com.becker.game.multiplayer.galactic.ui.GalaxyViewer.calculateNewMove(Move)
 442   16   3    1 com.becker.game.multiplayer.galactic.ui.GalaxyViewer.drawMarkers(int,int,Graphics2D)
 443    5   1    1 com.becker.game.multiplayer.galactic.ui.OrderDialog.OrderDialog(GalacticPlayer,Galaxy)
 444   27   1    1 com.becker.game.multiplayer.galactic.ui.OrderDialog.initUI()
 445    8   1    1 com.becker.game.multiplayer.galactic.ui.OrderDialog.createButtonsPanel()
 446    2   1    0 com.becker.game.multiplayer.galactic.ui.OrderDialog.getTitle()
 447    6   1    1 com.becker.game.multiplayer.galactic.ui.OrderDialog.showAvailableShips(Planet)
 448   10   4    1 com.becker.game.multiplayer.galactic.ui.OrderDialog.actionPerformed(ActionEvent)
 449    6   1    1 com.becker.game.multiplayer.galactic.ui.OrderDialog.getOrder()
 450   10   1    1 com.becker.game.multiplayer.galactic.ui.OrderDialog.createComboInputPanel(String,JComboBox)
 451    7   1    1 com.becker.game.multiplayer.galactic.ui.OrdersDialog.OrdersDialog(JFrame,GalacticPlayer,Galaxy)
 452   21   1    0 com.becker.game.multiplayer.galactic.ui.OrdersDialog.initUI()
 453    2   1    0 com.becker.game.multiplayer.galactic.ui.OrdersDialog.getTitle()
 454    8   1    1 com.becker.game.multiplayer.galactic.ui.OrdersDialog.createButtonsPanel()
 455    2   1    1 com.becker.game.multiplayer.galactic.ui.OrdersDialog.getOrders()
 456   10   4    0 com.becker.game.multiplayer.galactic.ui.OrdersDialog.actionPerformed(ActionEvent)
 457    7   2    1 com.becker.game.multiplayer.galactic.ui.OrdersDialog.addOrder()
 458    4   2    0 com.becker.game.multiplayer.galactic.ui.OrdersDialog.processWindowEvent(WindowEvent)
 459    7   3    1 com.becker.game.multiplayer.galactic.ui.OrdersTable.OrdersTable(List)
 460    3   1    0 com.becker.game.multiplayer.galactic.ui.OrdersTable.initializeTable()
 461   17   3    1 com.becker.game.multiplayer.galactic.ui.OrdersTable.getOrders()
 462    2   1    0 com.becker.game.multiplayer.galactic.ui.OrdersTable.getTable()
 463    2   1    0 com.becker.game.multiplayer.galactic.ui.OrdersTable.addListSelectionListener(ListSelectionListener)
 464    2   1    0 com.becker.game.multiplayer.galactic.ui.OrdersTable.getModel()
 465    7   1    1 com.becker.game.multiplayer.galactic.ui.OrdersTable.addRow(Order)
 466    2   1    0 com.becker.game.multiplayer.galactic.ui.OrdersTableModel.OrdersTableModel(Object[][],Object[])
 467    2   1    0 com.becker.game.multiplayer.galactic.ui.OrdersTableModel.OrdersTableModel(Object[],int)
 468    3   1    0 com.becker.game.multiplayer.galactic.ui.OrdersTableModel.getColumnClass(int)
 469    2   1    0 com.becker.game.multiplayer.galactic.ui.OrdersTableModel.isCellEditable()
 470   13   3    1 com.becker.game.multiplayer.galactic.ui.PlanetDetailsDialog.PlanetDetailsDialog(JFrame,GameBoardViewer)
 471    1   1    1 com.becker.game.multiplayer.galactic.ui.PlanetDetailsDialog.initUI()
 472    1   1    1 com.becker.game.multiplayer.galactic.ui.PlanetDetailsDialog.reset()
 473    4   2    0 com.becker.game.multiplayer.galactic.ui.PlanetDetailsDialog.processWindowEvent(WindowEvent)
 474    2   1    1 com.becker.game.multiplayer.galactic.ui.PlanetDetailsDialog.close()
 475    1   1    1 com.becker.game.multiplayer.galactic.ui.PlanetRenderer.PlanetRenderer()
 476    4   2    0 com.becker.game.multiplayer.galactic.ui.PlanetRenderer.getRenderer()
 477    5   1    0 com.becker.game.multiplayer.galactic.ui.PlanetRenderer.getPieceSize(int,GamePiece)
 478   16   4    1 com.becker.game.multiplayer.galactic.ui.PlanetRenderer.render(Graphics2D,BoardPosition,int)
 479    6   2    1 com.becker.game.multiplayer.galactic.ui.PlayerTable.PlayerTable(GalacticPlayer[])
 480    6   1    0 com.becker.game.multiplayer.galactic.ui.PlayerTable.initializeTable()
 481    9   2    1 com.becker.game.multiplayer.galactic.ui.PlayerTable.getPlayers()
 482    2   1    0 com.becker.game.multiplayer.galactic.ui.PlayerTable.getTable()
 483    2   1    0 com.becker.game.multiplayer.galactic.ui.PlayerTable.addListSelectionListener(ListSelectionListener)
 484    2   1    0 com.becker.game.multiplayer.galactic.ui.PlayerTable.getModel()
 485    9   1    1 com.becker.game.multiplayer.galactic.ui.PlayerTable.addRow(GalacticPlayer)
 486   10   2    1 com.becker.game.multiplayer.galactic.ui.PlayerTable.addRow()
 487    7   2    1 com.becker.game.multiplayer.galactic.ui.PlayerTable.removeSelectedRows()
 488    2   1    0 com.becker.game.multiplayer.galactic.ui.PlayerTableModel.PlayerTableModel(Object[][],Object[])
 489    2   1    0 com.becker.game.multiplayer.galactic.ui.PlayerTableModel.PlayerTableModel(Object[],int)
 490    3   1    0 com.becker.game.multiplayer.galactic.ui.PlayerTableModel.getColumnClass(int)
 491    2   1    0 com.becker.game.multiplayer.galactic.ui.PlayerTableModel.isCellEditable()
 492   13   3    1 com.becker.game.multiplayer.galactic.ui.StatsDialog.StatsDialog(JFrame,GameBoardViewer)
 493    1   1    1 com.becker.game.multiplayer.galactic.ui.StatsDialog.initUI()
 494    4   2    0 com.becker.game.multiplayer.galactic.ui.StatsDialog.processWindowEvent(WindowEvent)
 495    2   1    1 com.becker.game.multiplayer.galactic.ui.StatsDialog.close()
 496   13   3    1 com.becker.game.multiplayer.galactic.ui.TallyDialog.TallyDialog(JFrame,GameBoardViewer)
 497    1   1    1 com.becker.game.multiplayer.galactic.ui.TallyDialog.initUI()
 498    4   2    0 com.becker.game.multiplayer.galactic.ui.TallyDialog.processWindowEvent(WindowEvent)
 499    2   1    1 com.becker.game.multiplayer.galactic.ui.TallyDialog.close()
 500    2   1    1 com.becker.game.twoplayer.blockade.BlockadeBoard.BlockadeBoard(int,int)
 501   20   4    1 com.becker.game.twoplayer.blockade.BlockadeBoard.reset()
 502    6   1    0 com.becker.game.twoplayer.blockade.BlockadeBoard.setSize(int,int)
 503    2   1    1 com.becker.game.twoplayer.blockade.BlockadeBoard.getMaxNumMoves()
 504    2   1    1 com.becker.game.twoplayer.blockade.BlockadeBoard.getPlayer1Homes()
 505    2   1    1 com.becker.game.twoplayer.blockade.BlockadeBoard.getPlayer2Homes()
 506   61  22    1 com.becker.game.twoplayer.blockade.BlockadeBoard.getPossibleMoveList(BoardPosition,boolean)
 507   10   2    1 com.becker.game.twoplayer.blockade.BlockadeBoard.findPathChildren(BoardPosition,MutableTreeNode,boolean)
 508   37   9    1 com.becker.game.twoplayer.blockade.BlockadeBoard.findShortestPaths(BlockadeBoardPosition)
 509   67  25    1 com.becker.game.twoplayer.blockade.BlockadeBoard.isMoveBlockedByWall(BlockadeMove,BlockadeWall)
 510   35   9    0 com.becker.game.twoplayer.blockade.BlockadeBoard.checkLegalWallPlacement(BlockadeWall,Location,GamePiece)
 511    2   1    0 com.becker.game.twoplayer.blockade.BlockadeBoard.addWall(BlockadeWall)
 512    2   1    0 com.becker.game.twoplayer.blockade.BlockadeBoard.removeWall(BlockadeWall)
 513   12   4    1 com.becker.game.twoplayer.blockade.BlockadeBoard.showWall(BlockadeWall,boolean)
 514    4   3    0 com.becker.game.twoplayer.blockade.BlockadeBoard.unvisitAll()
 515    9   4    0 com.becker.game.twoplayer.blockade.BlockadeBoard.confirmAllVisited()
 516    7   2    1 com.becker.game.twoplayer.blockade.BlockadeBoard.makeMove(Move)
 517    7   2    1 com.becker.game.twoplayer.blockade.BlockadeBoard.undoMove(Move)
 518   10   5    0 com.becker.game.twoplayer.blockade.BlockadeBoard.toString()
 519    7   1    1 com.becker.game.twoplayer.blockade.BlockadeBoardPosition.BlockadeBoardPosition(int,int,GamePiece,BlockadeWall,BlockadeWall,boolean,boolean)
 520    3   1    1 com.becker.game.twoplayer.blockade.BlockadeBoardPosition.copy()
 521    5   1    1 com.becker.game.twoplayer.blockade.BlockadeBoardPosition.copy(BlockadeBoardPosition)
 522    2   1    1 com.becker.game.twoplayer.blockade.BlockadeBoardPosition.setSouthWall(BlockadeWall)
 523    2   1    1 com.becker.game.twoplayer.blockade.BlockadeBoardPosition.getSouthWall()
 524    2   1    1 com.becker.game.twoplayer.blockade.BlockadeBoardPosition.setEastWall(BlockadeWall)
 525    2   1    1 com.becker.game.twoplayer.blockade.BlockadeBoardPosition.getEastWall()
 526    2   1    0 com.becker.game.twoplayer.blockade.BlockadeBoardPosition.setVisited(boolean)
 527    2   1    0 com.becker.game.twoplayer.blockade.BlockadeBoardPosition.isVisited()
 528    3   1    0 com.becker.game.twoplayer.blockade.BlockadeBoardPosition.clone()
 529    2   1    1 com.becker.game.twoplayer.blockade.BlockadeBoardPosition.isSouthBlocked()
 530    2   1    1 com.becker.game.twoplayer.blockade.BlockadeBoardPosition.isEastBlocked()
 531    2   1    1 com.becker.game.twoplayer.blockade.BlockadeBoardPosition.isSouthOpen()
 532    2   1    1 com.becker.game.twoplayer.blockade.BlockadeBoardPosition.isEastOpen()
 533    2   1    1 com.becker.game.twoplayer.blockade.BlockadeBoardPosition.isHomeBase()
 534    2   1    1 com.becker.game.twoplayer.blockade.BlockadeBoardPosition.isHomeBase(boolean)
 535    3   1    1 com.becker.game.twoplayer.blockade.BlockadeController.BlockadeController()
 536    2   1    1 com.becker.game.twoplayer.blockade.BlockadeController.initializeData()
 537    8   1    1 com.becker.game.twoplayer.blockade.BlockadeController.computerMovesFirst()
 538    4   3    1 com.becker.game.twoplayer.blockade.BlockadeController.getStrengthOfWin()
 539    2   1    0 com.becker.game.twoplayer.blockade.BlockadeController.getPreferredTone()
 540    2   1    1 com.becker.game.twoplayer.blockade.BlockadeController.getDefaultLookAhead()
 541    1   1    0 com.becker.game.twoplayer.blockade.BlockadeController.PathLengths.PathLengths()
 542    2   1    0 com.becker.game.twoplayer.blockade.BlockadeController.PathLengths.toString()
 543   12   5    0 com.becker.game.twoplayer.blockade.BlockadeController.updatePathLengths(PathLengths,List[])
 544   27   7    1 com.becker.game.twoplayer.blockade.BlockadeController.worth(Move,ParameterArray)
 545    2   1    0 com.becker.game.twoplayer.blockade.BlockadeController.getPossibleMoveList(BoardPosition)
 546    7   4    1 com.becker.game.twoplayer.blockade.BlockadeController.isPathBlockedByWall(List,BlockadeWall,BlockadeBoard)
 547    6   4    1 com.becker.game.twoplayer.blockade.BlockadeController.arePathsBlockedByWall(List[],BlockadeWall,BlockadeBoard)
 548    5   1    0 com.becker.game.twoplayer.blockade.BlockadeController.createWall(boolean,BlockadeBoardPosition,BlockadeBoardPosition)
 549    5   2    0 com.becker.game.twoplayer.blockade.BlockadeController.handleRightCase(BlockadeBoardPosition,List)
 550    5   2    0 com.becker.game.twoplayer.blockade.BlockadeController.handleLeftCase(BlockadeBoardPosition,List)
 551    5   2    0 com.becker.game.twoplayer.blockade.BlockadeController.handleTopCase(BlockadeBoardPosition,List)
 552    5   2    0 com.becker.game.twoplayer.blockade.BlockadeController.handleBottomCase(BlockadeBoardPosition,List)
 553   42  10    1 com.becker.game.twoplayer.blockade.BlockadeController.checkWallsForDiagonal(BlockadeBoardPosition,BlockadeBoardPosition,BlockadeBoardPosition)
 554   83  31    1 com.becker.game.twoplayer.blockade.BlockadeController.checkAddWallsForDirection(BlockadeBoardPosition,List[],int,List)
 555   45  13    1 com.becker.game.twoplayer.blockade.BlockadeController.getWallsForMove(BlockadeMove,List[])
